"cond","SID","survey_name","item","value","article_number","content","article_cond"
"social","s578","comment","6","This article matters to people I know because there are many thousands of families that have been affected by the wildfires in California, and many have lost homes or even loved ones.",17,"climate","social"
"social","s581","comment","6","Nowadays, diseases occurs depend upon the foods.",22,"health","social"
"social","s582","comment","6","Evidence shows that pregnant women and children eating fish may make children smarter",30,"health","control"
"self","s583","comment","6","as always known dog are good friend to human and it`s them common nature.",38,"health","control"
"self","s584","comment","6","Solar power is a great way to curb fossil fuel emissions, so seeing more use is always good.",93,"climate","self"
"self","s587","comment","6","In case you were thinking of buying a wind turbine, FYI",1,"climate","control"
"self","s588","comment","6","This is relevant to me because I am looking for an electric car.",73,"climate","self"
"self","s589","comment","6","a lot of consumer products contribute to air pollution.",107,"climate","control"
"social","s592","comment","6","This is old news but good to remember I guess.",84,"health","control"
"social","s593","comment","6","It is all about prevent the climate change.",71,"climate","control"
"social","s594","comment","6","The article speaks about the newly constructed areas in flood prone area.",23,"climate","control"
"self","s595","comment","6","It is going to enlighten me about how some nutrients are affected by cooking",42,"health","self"
"social","s598","comment","6","This article is about lawmakers, lobbyists and the Administration try to overhaul the Endangered Species act.",89,"climate","control"
"social","s599","comment","6","global warming is affect whole world avoid some dangerous.",15,"climate","control"
"self","s600","comment","6","Partners need to be more educated on their partner's disorder",96,"health","control"
"social","s602","comment","6","It is about the environmental damage of plastic waste.",67,"climate","control"
"social","s606","comment","6","This article about the climate change at arctic talks.",35,"climate","control"
"self","s608","comment","6","Exxons's motion to ignore climate investigation was denied",3,"climate","control"
"social","s610","comment","6","An article about vegan",26,"health","control"
"social","s613","comment","6","How to be more efficient when buying produce.",20,"health","control"
"self","s615","comment","6","disadvantages of soft drinks",32,"health","control"
"self","s616","comment","6","The climate change is making the problem worse.",13,"climate","self"
"social","s618","comment","6","Pollution affects everyone across the globe.",79,"climate","social"
"self","s619","comment","6","A.I to Transform Breast Cancer Care",104,"health","control"
"self","s620","comment","6","Potential side effect of statin medications being skin infections",80,"health","control"
"self","s621","comment","6","I am looking to add to my training regimen and this article should help.",58,"health","self"
"self","s622","comment","6","A deadly 2016 glacier collapse in Tibet surpassed scientist",45,"climate","self"
"social","s623","comment","6","we should have responsible for keep our wilds from fire free.",63,"climate","social"
"self","s624","comment","6","If you exercise you can stay physically younger.",18,"health","control"
"social","s626","comment","6","Article matters to people so that they can make necessary steps to protect our environment.",63,"climate","social"
"social","s627","comment","6","Enforces decision to not smoke and exercise instead",16,"health","social"
"self","s628","comment","6","It is moderately important to me.I also search about coal",41,"climate","self"
"self","s629","comment","6","Many people are less concerned in environmental issues.",23,"climate","control"
"self","s630","comment","6","because it is about helping the children",86,"health","self"
"social","s631","comment","6","Solar power's still interesting, but still mostly useless, definitely impractical. Would be nice if it worked, but that's still a long way away.",93,"climate","social"
"social","s634","comment","6","Climate change effects every person that I know.",35,"climate","social"
"self","s635","comment","6","Australia has gotten a permit to work in a coal mine.",21,"climate","control"
"self","s636","comment","6","If I switch to a plant based diet it may increase my longevity.",64,"health","self"
"self","s638","comment","6","Its good to know how important Vitamin D is  for a baby.",60,"health","self"
"social","s639","comment","6","Climate change may destroy some of the Mediterranean's most important sites.",85,"climate","social"
"self","s640","comment","6","This article about the injuries related to driving, work, leisure and sports by poor hearing...",90,"health","control"
"self","s001","comment","7","Getting my own wind turbine could save me money on energy in the future, I would like to learn about wind turbines more.",1,"climate","self"
"self","s002","comment","7","i don't think so good about this one",65,"climate","self"
"social","s003","comment","7","Because I know a lot of people higher in age.",76,"health","social"
"social","s004","comment","7","Good for you on quitting smoking, but now you need to hit the gym if you want to live past 100.",16,"health","social"
"social","s005","comment","7","Climate change costs might effect our job market and bills or taxes going higher in the next 5 years.",87,"climate","social"
"social","s008","comment","7","These risks can also mean companies will raise their prices.",87,"climate","social"
"self","s009","comment","7","Running race designed to challenge runners",62,"health","control"
"social","s010","comment","7","Taking statins to lower cholesterol can increase your risk for staph skin infections",80,"health","control"
"social","s012","comment","7","There is no such thing as strong immune system.",100,"health","social"
"self","s014","comment","7","To lose weight, more than just exercise is involved.",6,"health","control"
"social","s015","comment","7","If you think certain supplements can help you, you might be wrong about that.  Being deceived by some articles about supplements can just make your exercising worse.",40,"health","social"
"social","s017","comment","7","Positives to learn from the Climate TECH conference.",81,"climate","control"
"social","s018","comment","7","The ban on sugary drink may be linked to health benefits such as losing belling fat.",94,"health","control"
"self","s019","comment","7","I don't have any hearing loss at the moment but maybe in the future in old age, I could have it so this article is relevant to me.",90,"health","self"
"self","s020","comment","7","The government to re-evaluate Endangered Species Act which may weaken the law in the future.",89,"climate","self"
"self","s021","comment","7","This article is about a fast way to weight train in order to build strength.",48,"health","control"
"social","s024","comment","7","I have two friends who work in a deli and eat the meat quite often.",28,"health","social"
"social","s025","comment","7","This article matters to people I know as I may have sleep apnea and my wife wants me to get tested so that I don't impact my own health.",106,"health","social"
"social","s028","comment","7","It is about the organisms",102,"health","social"
"self","s030","comment","7","This article is about a kind of snake oil where it is a lot of claims and there is not a lot of evidence for it .",88,"health","control"
"social","s031","comment","7","Climate change in Tibet",45,"climate","control"
"self","s032","comment","7","This article is important to me because it highlights the incorrect way many Americans plan to build their homes.",23,"climate","self"
"self","s036","comment","7","Dangers of Climate change",99,"climate","control"
"social","s037","comment","7","global warming impact the environment around us",85,"climate","social"
"social","s038","comment","7","Instead of competing to win, professional racers are looking to find other ways to enjoy their sport.",62,"health","social"
"self","s040","comment","7","It is about degradation plastics.",67,"climate","control"
"social","s041","comment","7","This article is promoting reusable products to replace the disposable products that people might be using.",55,"climate","control"
"social","s042","comment","7","there was important of brain chain amino acids, are best taken during your workouts because they block the fatigue inducing amino acid, tryptophan, allowing you to workout with less fatigue.",10,"health","control"
"self","s043","comment","7","Riding a bike will help you stay healthier even in your older years.",18,"health","control"
"social","s045","comment","7","climate change and renewable enegery",75,"climate","control"
"self","s046","comment","7","the eating of processed meat may cause breast cancer it will increase 9 percent risk of breast cancer",52,"health","control"
"self","s048","comment","7","A list of 5 alterantive disposable cleaning products.",47,"climate","self"
"social","s049","comment","7","Europeans found the world to be hotter this year.",91,"climate","control"
"self","s051","comment","7","The article will discuss a voucher program proposed by the government to allow us to buy electric cars.",73,"climate","control"
"self","s052","comment","7","This matters to me personally because I am trying to lose weight.",0,"health","self"
"social","s053","comment","7","Poor hearing makes it more likely to be accident prone.",90,"health","control"
"self","s054","comment","7","Statins are known to increase the risk for diabetes, and diabetes increases the risk for staphylococcus infections of the skin and underlying soft tissue",80,"health","self"
"social","s055","comment","7","Banning sugary drinks could result in a loss of belly fat and effect your metabolism.",94,"health","control"
"self","s056","comment","7","It can help me avoid catching so many colds this year.",100,"health","self"
"self","s057","comment","7","People tend to let whomever they walk with set the pace. Obviously, if you were walking with someone on a walker, you would walk slower. You also pace yourself when walking with a child. This statement is very true.",36,"health","control"
"self","s058","comment","7","People are building a lot of homes in flood zones.",23,"climate","control"
"social","s062","comment","7","This article is about a new fitness trend called HIIT or high-intensity interval training and how to make it more fun.",58,"health","control"
"self","s063","comment","7","A cancer researcher who has been afflicted with cancer is trying to crowdsource a cure for his disease.",24,"health","control"
"self","s064","comment","7","how you walk says a lot about where you live",36,"health","self"
"social","s065","comment","7","This article matters to people I know because they are interested in people's backstories especially with helping people in poverty.",70,"health","social"
"social","s066","comment","7","Climate change is happening, in all parts of the world.",7,"climate","social"
"self","s067","comment","7","I don't particularly use CBD products but know a ton of people who do.",88,"health","self"
"social","s068","comment","7","I know lots of people that use CBD.",88,"health","social"
"self","s069","comment","7","I hate that we are destroying the earth with out selfishness and greed.",103,"climate","self"
"self","s070","comment","7","I disagree, SUV's can move more people at once so it may lead to a cut back in how many cars out on the road.",103,"climate","self"
"social","s072","comment","7","Energy companies and conservatives have been trying to rollback fuel efficiency rules for vehicles for a while now a Times investigation found.",29,"climate","control"
"social","s073","comment","7","This is about how to eat to avoid kidney stones.",46,"health","control"
"social","s074","comment","7","Obesity is prevalent around our society and it has consequences",106,"health","social"
"social","s075","comment","7","feel worried about this",99,"climate","social"
"self","s076","comment","7","makes me feel positive about my exercise goals",16,"health","self"
"social","s078","comment","7","It's important because it may be a solution to healthy weight management that a lot of people I know struggle with.",74,"health","social"
"social","s079","comment","7","companies being sued",105,"climate","control"
"self","s080","comment","7","Plastics that were sent to be recycled are being put into landfills because of China's new policy.",49,"climate","control"
"social","s081","comment","7","these are issues that people should be concerned about",75,"climate","control"
"self","s082","comment","7","This matters to me because I am always looking at products to see how environmentally friendly they are. This article would help me find new items to use to lessen the burden on the planet.",47,"climate","self"
"social","s083","comment","7","It tells me how I can avoid having a heart attack and stay healthy.",84,"health","social"
"self","s084","comment","7","government is taking to long of a time to help support those in  need of recovery funds",13,"climate","control"
"social","s085","comment","7","It's about how a doctor is using his personal experience to approach disease differently.",24,"health","control"
"self","s086","comment","7","Droughts and wildfires affect everyone.",17,"climate","self"
"self","s089","comment","7","Natural disasters are happening and the government is not spending correctly to give people relief for it.",13,"climate","control"
"social","s090","comment","7","I have friends that work in the coal industry.",21,"climate","social"
"social","s092","comment","7","Living a healthy style can help stabilize people's arteries.",84,"health","control"
"self","s093","comment","7","I dont give a flying fuck about this article and I am getting tired of typing for this shit pay",105,"climate","self"
"self","s095","comment","7","After exercising, I may seek out supplements to reduce muscle soreness.",40,"health","self"
"social","s097","comment","7","I think all of us need to think about how we can benefit from staying healthy as we age",76,"health","social"
"social","s099","comment","7","We all need to contribute to reducing our consumption",55,"climate","social"
"social","s100","comment","7","This article is about certain foods that vegans eat that cause Gout.",26,"health","control"
"self","s101","comment","7","Thrilled to share each night cuddled up to my dog, sleeping soundly.",38,"health","self"
"social","s103","comment","7","Talks about you can build strength in as little as 13 minutes of exercise if you work hard enough.",48,"health","control"
"self","s104","comment","7","This article is about assuming that parents do not take the trouble to reduce their children's chances of gaining weight.",92,"health","control"
"self","s106","comment","7","This article is about the similarities of ""bad"" cholesterol levels in red and white meats.",50,"health","control"
"social","s108","comment","7","It may encourage people to finally quit smoking.",16,"health","social"
"social","s110","comment","7","Cancer is most dangerous for every human kind....",24,"health","social"
"self","s111","comment","7","I live in the south where food is plentiful and am always watching my weight and what I eat.",54,"health","self"
"self","s112","comment","7","Climate change is important to me because it hurts our wildlife and our surroundings. People need to be aware that climate change is an issue.",95,"climate","self"
"self","s113","comment","7","This article matter to me because I have children and I know how school can affect their mental health so this program could be very beneficial to them",86,"health","self"
"social","s114","comment","7","Solar power is not generating enough energy to replace fossil fuels.",93,"climate","control"
"social","s115","comment","7","My friends are concerned about the environment and climate change, knowing which is better to choose at the check out line would be helpful for them to know.",57,"climate","social"
"social","s116","comment","7","THe us is trying to put the pressure on helping with environment. Other people care to take care of its history.",35,"climate","social"
"social","s117","comment","7","diet makes healthy to body",66,"health","control"
"self","s118","comment","7","Older cyclists demonstrate how years of regular exercise can keep your body in great shape, enough to compare to the young.",18,"health","control"
"self","s119","comment","7","I don't know why anyone needs a book to explain this. Parents show their children to eat healthy by example.",2,"health","self"
"social","s120","comment","7","You need to be aware of what you recycling",69,"climate","control"
"self","s121","comment","7","Not only is there a chance to get funds for a new vehicle but vehicles that could help the planet.",73,"climate","self"
"social","s122","comment","7","you may be more likely to have an accident if you have a hearing loss",90,"health","control"
"social","s123","comment","7","This article is about a study on the effects of exercise on weight loss and behavior in mice.",6,"health","control"
"self","s124","comment","7","This is important to me because there is a way to prolong our life.",64,"health","self"
"social","s125","comment","7","Countries are unable to agree to lower environmental impact with their emissions.",41,"climate","control"
"social","s126","comment","7","cardiovascular death  and cancer can be reduced by in plant the flavonoids and it my help to protect the killers",22,"health","control"
"self","s127","comment","7","if morning exercise is an important to weight loss person, so avoid your breakfast or eat some vegetables",0,"health","self"
"self","s130","comment","7","This matters to me personally because I try to recycle everything I can, so I'd want to learn more about why recyclable materials are being dumped in China.",49,"climate","self"
"self","s132","comment","7","A skier wants to preserve snow",5,"climate","control"
"social","s133","comment","7","We just don't know enough about mental health.",96,"health","control"
"social","s134","comment","7","Most of the people around me are meat eaters so they would need to know what the effect is on their cholesterol levels.",50,"health","social"
"social","s136","comment","7","This article is about how fitness and endurance benefits your endurance and longevity as much as not smoking.",16,"health","control"
"social","s137","comment","7","Climate TECH conference brought an array of different discussions from big data to lab grown meat. The conference brought many important issues bringing awareness.",81,"climate","control"
"social","s139","comment","7","Climate change and weather are important to keep track of.",91,"climate","social"
"social","s140","comment","7","How even low impact sports can affect your health.",98,"health","control"
"self","s141","comment","7","Stretching and dancing",14,"health","control"
"self","s143","comment","7","2016 climate changes Triggered.",45,"climate","self"
"self","s145","comment","7","How low-impact exercise can affect your bones.",98,"health","control"
"self","s146","comment","7","I am not obese, but I do know people who are and it leads me to wonder if they are experiencing sleep apnea.",106,"health","self"
"self","s147","comment","7","This is about some findings coming from climate scientists and negotiators, and how people can reduce their waste for holidays.",11,"climate","control"
"self","s149","comment","7","Zoologist suggest that climate  change is often changed.",77,"climate","self"
"social","s150","comment","7","The use of CBD could prove beneficial to some people I know suffering from a lack of medication.",88,"health","social"
"self","s151","comment","7","Natural disasters are a concern of all the people. Sometimes it's trial and error to solve disasters. But we need to stay the course",15,"climate","control"
"social","s153","comment","7","May be of interest to those people I know in highly suseptable wildfire areas.",63,"climate","social"
"self","s155","comment","7","I live in California so wildfires are a danger to me.",63,"climate","self"
"social","s156","comment","7","Because they could be doing more damage to themselves than good if they are going gluten-free and they don't need to.",66,"health","social"
"self","s157","comment","7","The Article about fit may be as good for you.",16,"health","control"
"social","s159","comment","7","CHANGE PEOPLE'S BEHAVIOUR",23,"climate","social"
"self","s160","comment","7","this article is about how some supplements don't really fix your muscle soreness after exercise",40,"health","control"
"self","s161","comment","7","THIS ARTICLE IS ABOUT THE OWN WIND TURBINE",1,"climate","control"
"social","s163","comment","7","For people like me who don't live anywhere near flood prone areas this won't be a good read but for the rest of y'all who do live in flood zones, you might want to read to gain some idea of how to keep safe and sound.",25,"climate","social"
"social","s166","comment","7","The article is about Climate Change and how it had impacted the election.",75,"climate","control"
"self","s167","comment","7","I want our nation to prosper. The mental and physical health of our children is an essential part of that and something I care about.",86,"health","self"
"self","s168","comment","7","I think SUVs are outdated and only worsen the climate crisis.",103,"climate","self"
"social","s170","comment","7","this is about health benefits of getting proties from plants",64,"health","control"
"self","s172","comment","7","I know that especially because of covid I am doing a lot more things at home and it is saving money.",33,"climate","self"
"social","s177","comment","7","A researcher started a company to crowdsource an approach to cancer treatment",24,"health","control"
"self","s178","comment","7","What these people decide to do is going to affect all of us in the years to come.  We need to let them know how we feel about the things they're doing.",81,"climate","self"
"self","s184","comment","7","Global Warming is making parts of our world unlivable. We need to act seriously now to prevent further damage.",97,"climate","self"
"social","s185","comment","7","Bigger, quicker avalanches caused by climate change.",45,"climate","control"
"self","s186","comment","7","Seems meats caused breast cancer.We should reduce the amount of meat. .",52,"health","control"
"self","s187","comment","7","The article states that people continue to eat more food when exercising, which leads to weight gain.",78,"health","control"
"social","s189","comment","7","Who knew these healthy items can cause health problems?",26,"health","social"
"social","s191","comment","7","random women visited Mcdonald's with her grandmother",70,"health","social"
"self","s192","comment","7","This matters to me because I am concerned about climate change and want to protect my home.",53,"climate","self"
"self","s193","comment","7","Researchers can found a new study for the organisms.",102,"health","self"
"self","s194","comment","7","The article shows that research has found that it is benefitical to dogs and humans to sleep in their bedrooms.",38,"health","control"
"self","s195","comment","7","Young babies who eat solid food might sleep sounder.",44,"health","control"
"self","s196","comment","7","The article is about how staying at home more saves one's energy.",33,"climate","control"
"social","s197","comment","7","not a interesting one",62,"health","control"
"self","s198","comment","7","This is about the Parkinson's disease, this is very very dangerous that disease affect the human body high cholesterol, high blood pressure and high glucose reading increase risk of human.",82,"health","control"
"self","s200","comment","7","Article is about Benefits of antioxidants",40,"health","control"
"social","s201","comment","7","This makes me want to get out and go for a run right now. I'm only 31 but stuff like this scares me in to trying my best to stay healthy. It only takes 30 minutes a day!",82,"health","social"
"self","s202","comment","7","People should avoid red meat and white meat",50,"health","self"
"social","s204","comment","7","I know a smoker who needs a reason to quit.",16,"health","social"
"social","s205","comment","7","Anyone wanting to switch to electric or hybrid would benefit from this!",73,"climate","social"
"social","s206","comment","7","Plaques is very good for health and especially for hear attack",84,"health","control"
"self","s207","comment","7","Exercise is not the only answer to the problem if you are trying to lose weight.",6,"health","control"
"self","s208","comment","7","exercise is good for our health",56,"health","self"
"social","s210","comment","7","Staying active while you age might be possible.",76,"health","social"
"self","s211","comment","7","The article details the impact of plastics on the Earth and how humanity is generating waste that is not easily disposed of. It mentions that 8 billion metric tons of plastic has been made since the 1950s",67,"climate","control"
"self","s212","comment","7","Artificial intelligence",104,"health","self"
"social","s214","comment","7","looks like climate change is causing some more problems",45,"climate","control"
"social","s215","comment","7","These are the hottest days in the last hundred years... they are the coolest days of the next hundred!",97,"climate","social"
"social","s216","comment","7","It is about how government aid for a hurricane has not been spent.",13,"climate","control"
"self","s217","comment","7","The climate is important as we only have one planet to live on.",109,"climate","self"
"social","s218","comment","7","It was about fitness training",58,"health","control"
"self","s219","comment","7","It is about encouraging children to break out of ordering just from the kid's menu",2,"health","control"
"social","s222","comment","7","Jessie Diggins is a cross-country skier on the American women’s team and a favorite to win a medal at the Winter Games in Pyeongchang, South Korea. If she succeeds, it will be only the second time the United States has won a medal in the sport and the first for an American woman.",5,"climate","control"
"self","s223","comment","7","This is important to me personally because I don't want ancient and important places to be destroyed as our society progresses.",85,"climate","self"
"self","s224","comment","7","Climate change is going to cost companies.",87,"climate","control"
"social","s227","comment","7","catastrophic flood is dangerous for most people",25,"climate","social"
"self","s230","comment","7","Children and pregnant women should eat more fish due to the health benefits and provides an abundance vitamins and minerals. I am a fisherman and I catch fish because it's great sport and provides omega 3 vitamins and fish oil for people with heart issues like myself. It's good for me!",30,"health","self"
"self","s234","comment","7","This is about a correlation between cardiovascular issues and Parkinson's disease.",82,"health","control"
"social","s235","comment","7","Improving all types of assistance to children, including day care",86,"health","social"
"social","s236","comment","7","this article is about law being passed which aims at helping the conservation of land.",19,"climate","control"
"self","s237","comment","7","GRASS CAN  MAKE WILD FIRES",63,"climate","self"
"self","s242","comment","7","It talks about how parents are responsible for the weight of their children.",92,"health","control"
"self","s243","comment","7","This makes me feel better about my vegan diet",64,"health","self"
"social","s246","comment","7","This matters to several of my family members who are overweight and obese.",108,"health","social"
"self","s248","comment","7","Smoking is injurious to health. We have to leave smoking to achieve long happy life.",16,"health","self"
"social","s249","comment","7","People I know believe that climate change is happening",97,"climate","social"
"self","s250","comment","7","This article is about the Arctic Wildlife Refuge.",61,"climate","control"
"social","s251","comment","7","People I know use electricity and its a bill they have to pay, if they could create their own electricity it would save them money allowing them to use it on other stuff.",1,"climate","social"
"social","s255","comment","7","Utilizing a specific tool to lessen anxiety about HIIT training.",58,"health","control"
"social","s257","comment","7","it is about why the world keeps burning coal despite the profound risk it poses to the future",43,"climate","control"
"self","s258","comment","7","Say no to smoke it affects the health.",16,"health","self"
"social","s259","comment","7","This article explains the climate change and global warming explosion",95,"climate","control"
"self","s260","comment","7","We live near two nuclear power plants and understanding how they are interacting with environmentalist is interesting.",51,"climate","self"
"social","s261","comment","7","Cooking is fun and we are all looking to be healthier",42,"health","social"
"self","s262","comment","7","People should be paying more attention to this topic.",51,"climate","control"
"social","s265","comment","7","Reasons that a personal Wind turbine might be the solution plus other stories on drones and America's response to climate change.",1,"climate","control"
"self","s268","comment","7","that express weight training can be benfitical if done with the right exercises in a short period of time",48,"health","control"
"social","s270","comment","7","People should change their eating tendancy, we should go with organic foods. And we should avoid processed meats",52,"health","social"
"self","s273","comment","7","this is about saving the environment",5,"climate","control"
"social","s274","comment","7","The article about weight loss strategy",0,"health","control"
"social","s275","comment","7","I know a lot of people that eat processed meats. They may not be very good for you.",52,"health","social"
"self","s276","comment","7","It was about the childrens can play everyday,it was give a huge saving on the US.",12,"health","control"
"self","s277","comment","7","this was about how clmate changing affects the climates",97,"climate","self"
"self","s278","comment","7","I have been trying to become more environmentally conscious and knowledgable about the environment. The included guide will be helpful!",51,"climate","self"
"social","s279","comment","7","This article matters to people to suggests that Americans to travel less are saving energy.",33,"climate","social"
"self","s280","comment","7","It gives me a little motivation to excerise.",56,"health","self"
"self","s281","comment","7","I don’t know too much about wind turbines, so I would read this article to educate myself a little bit about the subject.",1,"climate","self"
"social","s283","comment","7","people i know would have to start eating healthy and need to know what could be harmful to them",26,"health","social"
"self","s287","comment","7","There are toxic algal blooms that have overstayed their welcome and are killing Florida wildlife.",39,"climate","control"
"self","s288","comment","7","Even a little bit of processed meat increases your chance of getting cancer. Eat beans instead.",28,"health","control"
"social","s292","comment","7","We might be able to improve our digestive system by running, according to testing done on mice.",72,"health","social"
"social","s294","comment","7","Climate bipartisanship and the people i know want the government that believe in climate change to take charge",75,"climate","social"
"social","s295","comment","7","It's about having a strong immune system",100,"health","control"
"self","s297","comment","7","I have always been so terrified of having my home flooded, I have no idea what I would do.",25,"climate","self"
"social","s299","comment","7","Veganism can also be damaging for the body.",26,"health","control"
"social","s300","comment","7","reducing cholesterol intake in red and white meat for health reasons.",50,"health","control"
"self","s301","comment","7","It is important to me to use sustainable products and recycle and materials.",69,"climate","self"
"social","s303","comment","7","Romantic partners has an eating disorder",96,"health","control"
"self","s305","comment","7","Stories of how climate change has affected people",97,"climate","control"
"social","s307","comment","7","this is awesome. great idea",2,"health","social"
"self","s308","comment","7","About people's interest on insurance against disaster.",53,"climate","control"
"self","s311","comment","7","This article matters to me personally because climate change is real and dangerous. It will continue to affect so many aspects of our environment including severe weather.",45,"climate","self"
"self","s313","comment","7","I like to learn about what the corporations are selling.",83,"climate","self"
"self","s314","comment","7","I believe it is important to take care of fellow citizens in time of natural disaster and hearing news that more Americans will be prone to flooding due to new home construction in flood prone areas is worrisome to me.",23,"climate","self"
"social","s316","comment","7","The article is about how we offset calorie burn from exercise with increased eating which ultimately causes weight gain instead of loss.",78,"health","control"
"self","s318","comment","7","A higher usage of SUVs vs. cars increases carbon emissions from vehicles.",103,"climate","self"
"self","s319","comment","7","This article is about climate change proposal",73,"climate","control"
"self","s320","comment","7","Weight training is very important to our life",48,"health","self"
"self","s321","comment","7","I am a professional Lawmaker",89,"climate","self"
"social","s322","comment","7","It is about the link between environmentalists and, I assume, how they view nuclear power, which could potentially help reduce everyone's' carbon footprint.",51,"climate","control"
"self","s324","comment","7","I does not at all. I never go to McDonalds or been to Korea.",70,"health","self"
"social","s326","comment","7","I am really worried about the Wildfire. The global warming is the main theme of this article they warning the people by point out the Kincade fire burned more than 10,000 acres in California",17,"climate","social"
"social","s327","comment","7","cheap reusable cleaning products",47,"climate","control"
"social","s328","comment","7","I know people that are overweight and are at risk of cancer",54,"health","social"
"social","s329","comment","7","This article matters to some people I know because they have young children or grandchildren and this would be helpful on gaining knowledge on healthy eating.",2,"health","social"
"self","s330","comment","7","I never thought a Vegan would get gout but this article piques my curiosity.",26,"health","control"
"self","s331","comment","7","Carbon emission is the main cause for the global warming.",73,"climate","control"
"social","s335","comment","7","that there is a suggestion as regards to benefits of gut bacterium on people with metabolic disorders",74,"health","social"
"self","s337","comment","7","A study uncovers that Americans are building new homes in flood plains at a faster rate than alternative locations. These new homes are at high risk of experiencing flood damage.",23,"climate","control"
"social","s338","comment","7","Obesity is attributing to rises in sleep apnea which can have significant health consequences.",106,"health","control"
"social","s344","comment","7","This is quite interesting. Bananas are actually much more natural and effective than the usual sport energy drinks.",68,"health","control"
"self","s345","comment","7","Making healthy changes to your lifestyle can decrease chances of heart attack.",84,"health","control"
"social","s348","comment","7","It's always goof to have moral support to treat eating disorders",96,"health","control"
"social","s349","comment","7","My mom is at a risky age and she eats a lot of meat. She would find the article interesting.",52,"health","social"
"social","s352","comment","7","This article is all about the effect of processed meat",52,"health","control"
"social","s353","comment","7","This article is about bacteria supplement.",72,"health","control"
"self","s358","comment","7","It influenced in my life",2,"health","self"
"self","s360","comment","7","Sugar is a unhealthy content for the body. It causes some serious problems for humans. But moreover human are likely to use sugar as their favorite one. They couldn't know the seriousness about the sugar products.",32,"health","self"
"social","s361","comment","7","A cancer researcher is crowdsourcing the startup of a new company that seeks to help him individually treat his own multiple myeloma, a form of cancer.",24,"health","control"
"social","s363","comment","7","It would interest people because of it's legal aspect.
It's about a legal confrontation between Exxon and state attorneys general in New York and Massachusetts.",3,"climate","social"
"social","s364","comment","7","People I know are health oriented and they want to know about GMOs.",102,"health","social"
"self","s368","comment","7","The article is about guidelines on children nutrition.",2,"health","control"
"self","s371","comment","7","Since I ride my bicycle often, it often helps me stay ""younger"" and healthier than my peers who don't get such exercise.",18,"health","self"
"social","s372","comment","7","I have used disposable products and although they are easier to just dispose of, they can be ineffective at times and they do cost more which isn't saving people money.",47,"climate","social"
"self","s373","comment","7","Skipping a meal early in the day before a workout could be key to losing weight.",0,"health","control"
"self","s375","comment","7","It's about how the two US Political Parties view and try to fix the Climate Change Problem our Earth is facing. It also contains the Voters Voice by quantifying the Votes for each Candidate/Party. The Political Party's Climate Ideology receiving the majority of the Popular Vote would be how the US Citizens really feel about Climate Change",75,"climate","control"
"social","s380","comment","7","I know people who live in Florida, the first state in my country probably to experience the worst of rising sea levels.",25,"climate","social"
"social","s386","comment","7","student around the world skipped school friday in protest of climate change",109,"climate","control"
"self","s387","comment","7","solar power is increasing in popularity but still isnt enough yet",93,"climate","self"
"social","s390","comment","7","strong correlation between endurance and living a long life",16,"health","control"
"self","s394","comment","7","very interesting and i was very volunteer",13,"climate","self"
"social","s395","comment","7","because of it's importance and usefulness of this article and it's useful for everyone's knowledge",81,"climate","social"
"social","s396","comment","7","Cycling sports are your bones risk.",98,"health","social"
"social","s399","comment","7","A new viewpoint on fast food from someone who didn't grow up with it.",70,"health","social"
"social","s400","comment","7","About conference on technology.",81,"climate","control"
"self","s401","comment","7","Fitness on the middle age help to keep fit and free from serious diseases like dementia",34,"health","control"
"self","s402","comment","7","So we should exercise to be healthy",34,"health","self"
"social","s403","comment","7","common household items lead to air pollution",107,"climate","control"
"social","s406","comment","7","The article is about the combination of HIIT training and a heart monitor and how to get the most benefits from both.",58,"health","control"
"self","s411","comment","7","breakfast is increase our energy in morning level  we skip our breakfast so create some  problems in our body  and choice to eat or omit a meal before an early workout",0,"health","self"
"self","s412","comment","7","the air pollution very danger .the car produce black smoke pollut in the air",107,"climate","control"
"self","s414","comment","7","I am getting into saving energy habits and so the principle of what is ""murkier"" about this is something I want to read about.",33,"climate","self"
"self","s415","comment","7","another effect of humans, we are killing this planet",67,"climate","control"
"self","s418","comment","7","It is about people skipping shcool for climate change.",109,"climate","control"
"self","s419","comment","7","people who were at the center of record heatwaves",97,"climate","control"
"social","s420","comment","7","cherry and pomegranate juice, vitamin  C and E and black tea will reduce the exercising muscle aches every trainer and every bodybuilder will choose this to reduce their muscles pain.",40,"health","control"
"self","s421","comment","7","It seems that a lot of the dietary products that claim to lose weight can actually be bad for you and even kill you you, even if you're under 25.",10,"health","control"
"self","s422","comment","7","Spending less time working out for great results would be fantastic.",48,"health","self"
"social","s423","comment","7","Exxon is suing because they are being investigated for destroying the earth.",3,"climate","control"
"self","s425","comment","7","An environmental measure protecting wilderness has been passed by the Senate.",19,"climate","control"
"self","s432","comment","7","This article is important to me because I want to be as active and healthy as I can be when I get older.  This article gives me confidence and motivation.",76,"health","self"
"self","s434","comment","7","my home also flood prone in my areas.",23,"climate","self"
"social","s435","comment","7","This is one of the consecuences of our consumption rates, it is relevant for everyone to know about it so they can adjust their life habits towards a more eco friendly lifestyle.",79,"climate","social"
"social","s436","comment","7","They supported by national Climate Assessment.",77,"climate","social"
"self","s437","comment","7","cleanliness not only our body entire our environment",107,"climate","self"
"self","s439","comment","7","The hike in the death toll of overweight U.S. adults caused by Sleep Apnea.",106,"health","control"
